,,,EleD_01,HydD1,EleD_02
period1,sc01,t0558, 4.19 ,, 1.01 
period1,sc01,t0559, 2.71 ,, 1.41 
period1,sc01,t0560, 3.18 ,, 2.67 
period1,sc01,t0561, 3.73 ,, 1.91 
period1,sc01,t0562, 3.04 ,, 1.44 
period1,sc01,t0563, 3.25 ,, 0.88 
period1,sc01,t0564, 3.81 ,, 1.08 
period1,sc01,t0565, 3.1 ,, 0.99 
period1,sc01,t0566, 2.69 ,, 2.34 
period1,sc01,t0567, 2.88 ,, 1.28 
period1,sc01,t0568, 3.71 ,, 1.29 
period1,sc01,t0569, 3.13 ,, 1.38 
period1,sc01,t0570, 5.86 ,, 0.92 
period1,sc01,t0571, 4.65 ,, 1.23 
period1,sc01,t0572, 4.48 ,, 0.94 
period1,sc01,t0573, 7.54 ,, 0.89 
period1,sc01,t0574, 4.01 ,, 1.07 
period1,sc01,t0575, 4.2 ,, 0.86 
period1,sc01,t0576, 3.63 ,, 1.15 
period1,sc01,t0577, 1.16 ,, 0.85 
period1,sc01,t0578, 3.89 ,, 0.85 
period1,sc01,t0579, 4.36 ,, 1.14 
period1,sc01,t0580, 3.35 ,, 1.75 
period1,sc01,t0581, 3.51 ,, 1.76 
period1,sc01,t0582, 3.05 ,, 2.43 
period1,sc01,t0583, 3.72 ,, 1.23 
period1,sc01,t0584, 3.23 ,, 0.86 
period1,sc01,t0585, 3.53 ,, 1.19 
period1,sc01,t0586, 3.46 ,, 0.76 
period1,sc01,t0587, 3.14 ,, 0.76 
period1,sc01,t0588, 4.71 ,, 0.76 
period1,sc01,t0589, 3.85 ,, 1.07 
period1,sc01,t0590, 4.82 ,, 0.77 
period1,sc01,t0591, 5.28 ,, 0.72 
period1,sc01,t0592, 6.17 ,, 1.06 
period1,sc01,t0593, 6.14 ,, 3.12 
period1,sc01,t0594, 5.66 ,, 5.14 
period1,sc01,t0595, 5.38 ,, 4.35 
period1,sc01,t0596, 5.27 ,, 2.2 
period1,sc01,t0597, 2.57 ,, 1.18 
period1,sc01,t0598, 3.99 ,, 1.54 
period1,sc01,t0599, 3.2 ,, 1.12 
period1,sc01,t0600, 2.6 ,, 1.22 
period1,sc01,t0601, 2.39 ,, 1.53 
period1,sc01,t0602, 2.46 ,, 1.13 
period1,sc01,t0603, 2.99 ,, 1.47 
period1,sc01,t0604, 2.56 ,, 2.29 
period1,sc01,t0605, 2.59 ,, 2.21 
period1,sc01,t0606, 2.52 ,, 3.06 
period1,sc01,t0607, 3.3 ,, 1.4 
period1,sc01,t0608, 2.95 ,, 1.59 
period1,sc01,t0609, 2.69 ,, 1.19 
period1,sc01,t0610, 2.82 ,, 1.43 
period1,sc01,t0611, 2.9 ,, 1.14 
period1,sc01,t0612, 2.61 ,, 1.01 
period1,sc01,t0613, 2.51 ,, 1.21 
period1,sc01,t0614, 2.52 ,, 0.83 
period1,sc01,t0615, 2.7 ,, 0.84 
period1,sc01,t0616, 3.12 ,, 1.44 
period1,sc01,t0617, 2.91 ,, 3.35 
period1,sc01,t0618, 2.94 ,, 3.85 
period1,sc01,t0619, 3.67 ,, 1.43 
period1,sc01,t0620, 3.59 ,, 1.23 
period1,sc01,t0621, 4.34 ,, 1.54 
period1,sc01,t0622, 2.54 ,, 1.17 
period1,sc01,t0623, 2.26 ,, 1.19 
period1,sc01,t0624, 2.32 ,, 1.52 
period1,sc01,t0625, 2.14 ,, 1.26 
period1,sc01,t0626, 2 ,, 1.53 
period1,sc01,t0627, 3.37 ,, 1.3 
period1,sc01,t0628, 4.81 ,, 2.51 
period1,sc01,t0629, 4.43 ,, 2.55 
period1,sc01,t0630, 4.16 ,, 3.06 
period1,sc01,t0631, 2.02 ,, 1.56 
period1,sc01,t0632, 3.04 ,, 1.68 
period1,sc01,t0633, 2.58 ,, 1.14 
period1,sc01,t0634, 2.49 ,, 0.97 
period1,sc01,t0635, 2.47 ,, 1.08 
period1,sc01,t0636, 2.31 ,, 0.67 
period1,sc01,t0637, 2.22 ,, 0.62 
period1,sc01,t0638, 2.35 ,, 0.89 
period1,sc01,t0639, 2.25 ,, 0.53 
period1,sc01,t0640, 2.63 ,, 0.53 
period1,sc01,t0641, 2.24 ,, 0.87 
period1,sc01,t0642, 2.42 ,, 0.72 
period1,sc01,t0643, 2.45 ,, 1.25 
period1,sc01,t0644, 3.72 ,, 2.5 
period1,sc01,t0645, 3.08 ,, 2.02 
period1,sc01,t0646, 2.35 ,, 1.37 
period1,sc01,t0647, 2.25 ,, 1.07 
period1,sc01,t0648, 2.49 ,, 1.17 
period1,sc01,t0649, 2.17 ,, 1.57 
period1,sc01,t0650, 2.23 ,, 1.2 
period1,sc01,t0651, 3.18 ,, 1.25 
period1,sc01,t0652, 3.28 ,, 2.5 
period1,sc01,t0653, 2.68 ,, 2.23 
period1,sc01,t0654, 2.6 ,, 2.68 
period1,sc01,t0655, 2.39 ,, 1.58 
period1,sc01,t0656, 2.81 ,, 1.18 
period1,sc01,t0657, 2.45 ,, 1.5 
period1,sc01,t0658, 2.81 ,, 1.09 
period1,sc01,t0659, 2.86 ,, 0.96 
period1,sc01,t0660, 4.16 ,, 1.1 
period1,sc01,t0661, 5.2 ,, 0.58 
period1,sc01,t0662, 3.21 ,, 0.58 
period1,sc01,t0663, 3.52 ,, 0.99 
period1,sc01,t0664, 3.28 ,, 0.77 
period1,sc01,t0665, 5.42 ,, 3.85 
period1,sc01,t0666, 5.57 ,, 4.38 
period1,sc01,t0667, 6.44 ,, 3.83 
period1,sc01,t0668, 5.88 ,, 2.51 
period1,sc01,t0669, 5.51 ,, 1.38 
period1,sc01,t0670, 4.38 ,, 1.55 
period1,sc01,t0671, 2.98 ,, 1.09 
period1,sc01,t0672, 1.2 ,, 1.07 
period1,sc01,t0673, 3.2 ,, 1.45 
period1,sc01,t0674, 2.68 ,, 1.19 
period1,sc01,t0675, 4.77 ,, 1.21 
period1,sc01,t0676, 3.2 ,, 1.51 
period1,sc01,t0677, 2.71 ,, 1.23 
period1,sc01,t0678, 2.72 ,, 1.73 
period1,sc01,t0679, 3.28 ,, 1.37 
period1,sc01,t0680, 3.95 ,, 1.42 
period1,sc01,t0681, 2.57 ,, 0.95 
period1,sc01,t0682, 2.71 ,, 1.49 
period1,sc01,t0683, 2.38 ,, 0.9 
period1,sc01,t0684, 2.52 ,, 0.4 
period1,sc01,t0685, 2.97 ,, 0.69 
period1,sc01,t0686, 2.63 ,, 2.14 
period1,sc01,t0687, 2.48 ,, 1.85 
period1,sc01,t0688, 2.41 ,, 1.12 
period1,sc01,t0689, 2.17 ,, 0.82 
period1,sc01,t0690, 2.73 ,, 0.91 
period1,sc01,t0691, 2.42 ,, 1.28 
period1,sc01,t0692, 2.4 ,, 1.75 
period1,sc01,t0693, 3.08 ,, 2 
period1,sc01,t0694, 2.91 ,, 1.45 
period1,sc01,t0695, 2.71 ,, 1.82 
period1,sc01,t0696, 2.45 ,, 1.52 
period1,sc01,t0697, 2.36 ,, 1.49 
period1,sc01,t0698, 3.14 ,, 1.8 
period1,sc01,t0699, 2.57 ,, 1.53 
period1,sc01,t0700, 2.69 ,, 1.58 
period1,sc01,t0701, 2.84 ,, 1.87 
period1,sc01,t0702, 3.52 ,, 1.5 
period1,sc01,t0703, 2.74 ,, 1.65 
period1,sc01,t0704, 2.62 ,, 1.87 
period1,sc01,t0705, 3.29 ,, 1.76 
period1,sc01,t0706, 4.85 ,, 1.8 
period1,sc01,t0707, 4.84 ,, 0.92 
period1,sc01,t0708, 6.05 ,, 1.2 
period1,sc01,t0709, 4.17 ,, 1.04 
period1,sc01,t0710, 3.5 ,, 2.42 
period1,sc01,t0711, 1.42 ,, 3.16 
period1,sc01,t0712, 3.08 ,, 2.54 
period1,sc01,t0713, 4.38 ,, 1.94 
period1,sc01,t0714, 3.09 ,, 2.72 
period1,sc01,t0715, 3.41 ,, 3.21 
period1,sc01,t0716, 3.5 ,, 3.2 
period1,sc01,t0717, 4.32 ,, 1.87 
period1,sc01,t0718, 6.48 ,, 1.29 
period1,sc01,t0719, 3.58 ,, 1.46 
period1,sc01,t0720, 2.89 ,, 1.19 
period1,sc01,t0721, 2.88 ,, 1.52 
period1,sc01,t0722, 4.36 ,, 1.23 
period1,sc01,t0723, 3.02 ,, 1.29 
period1,sc01,t0724, 2.9 ,, 1.73 
period1,sc01,t0725, 2.93 ,, 1.25 
period1,sc01,t0726, 3.83 ,, 1.27 
period1,sc01,t0727, 3.44 ,, 3.46 
period1,sc01,t0728, 3.09 ,, 4.12 
period1,sc01,t0729, 3.87 ,, 3.09 
period1,sc01,t0730, 3.32 ,, 2.99 
period1,sc01,t0731, 4.09 ,, 1.43 
period1,sc01,t0732, 2.89 ,, 0.88 
period1,sc01,t0733, 4.51 ,, 3.13 
period1,sc01,t0734, 3.19 ,, 3.03 
period1,sc01,t0735, 3.63 ,, 1.64 
period1,sc01,t0736, 4.65 ,, 1.05 
period1,sc01,t0737, 3.33 ,, 1.4 
period1,sc01,t0738, 3.56 ,, 1.08 
period1,sc01,t0739, 3.99 ,, 1.08 
period1,sc01,t0740, 3.55 ,, 1.8 
period1,sc01,t0741, 3.41 ,, 1.19 
period1,sc01,t0742, 3.54 ,, 1.5 
period1,sc01,t0743, 3.42 ,, 1.25 
period1,sc01,t0744, 3.17 ,, 1.53 
period1,sc01,t0745, 2.82 ,, 1.16 
period1,sc01,t0746, 4.13 ,, 1.23 
period1,sc01,t0747, 4.5 ,, 1.64 
period1,sc01,t0748, 13.14 ,, 1.4 
period1,sc01,t0749, 5.21 ,, 1.37 
period1,sc01,t0750, 5.89 ,, 2.9 
period1,sc01,t0751, 5.16 ,, 5.22 
period1,sc01,t0752, 4.75 ,, 4.03 
period1,sc01,t0753, 4.22 ,, 4.11 
period1,sc01,t0754, 1.88 ,, 3.65 
period1,sc01,t0755, 5.09 ,, 3.71 
period1,sc01,t0756, 3.27 ,, 1.79 
period1,sc01,t0757, 3.75 ,, 0.85 
period1,sc01,t0758, 3.5 ,, 1.04 
period1,sc01,t0759, 4.65 ,, 1.25 
period1,sc01,t0760, 3.12 ,, 0.7 
period1,sc01,t0761, 3.74 ,, 0.82 
period1,sc01,t0762, 4.84 ,, 1.39 
period1,sc01,t0763, 4 ,, 1.17 
period1,sc01,t0764, 4.35 ,, 1.58 
period1,sc01,t0765, 4.38 ,, 1.61 
period1,sc01,t0766, 3.28 ,, 1.27 
period1,sc01,t0767, 2.54 ,, 1.66 
period1,sc01,t0768, 2.38 ,, 1.26 
period1,sc01,t0769, 2.47 ,, 1.43 
period1,sc01,t0770, 2.43 ,, 1.65 
period1,sc01,t0771, 2.85 ,, 1.31 
period1,sc01,t0772, 2.46 ,, 1.77 
period1,sc01,t0773, 2.49 ,, 1.97 
period1,sc01,t0774, 2.54 ,, 2.69 
period1,sc01,t0775, 3.05 ,, 1.23 
period1,sc01,t0776, 4.9 ,, 1.61 
period1,sc01,t0777, 3.3 ,, 1.12 
period1,sc01,t0778, 2.82 ,, 1.07 
period1,sc01,t0779, 3.09 ,, 1.37 
period1,sc01,t0780, 3.05 ,, 1.16 
period1,sc01,t0781, 2.63 ,, 0.94 
period1,sc01,t0782, 2.49 ,, 1.24 
period1,sc01,t0783, 2.47 ,, 0.92 
period1,sc01,t0784, 2.84 ,, 2.22 
period1,sc01,t0785, 2.58 ,, 2.17 
period1,sc01,t0786, 2.64 ,, 2.41 
period1,sc01,t0787, 2.81 ,, 1.75 
period1,sc01,t0788, 3.23 ,, 1.81 
period1,sc01,t0789, 2.94 ,, 2.01 
period1,sc01,t0790, 3.73 ,, 1.24 
period1,sc01,t0791, 2.64 ,, 1.28 
period1,sc01,t0792, 2.88 ,, 1.54 
period1,sc01,t0793, 2.42 ,, 1.15 
period1,sc01,t0794, 2.36 ,, 1.15 
period1,sc01,t0795, 4.03 ,, 1.56 
period1,sc01,t0796, 6.22 ,, 1.22 
period1,sc01,t0797, 4.49 ,, 1.78 
period1,sc01,t0798, 4.58 ,, 2 
period1,sc01,t0799, 7.58 ,, 1.09 
period1,sc01,t0800, 4.54 ,, 1.54 
period1,sc01,t0801, 4.53 ,, 1.24 
period1,sc01,t0802, 4.44 ,, 1.2 
period1,sc01,t0803, 2.03 ,, 1.45 
period1,sc01,t0804, 3.92 ,, 1.04 
period1,sc01,t0805, 3.07 ,, 1.37 
period1,sc01,t0806, 2.84 ,, 1.07 
period1,sc01,t0807, 3.02 ,, 1.04 
period1,sc01,t0808, 3.17 ,, 1.36 
period1,sc01,t0809, 3.38 ,, 1.06 
period1,sc01,t0810, 3.99 ,, 1.46 
period1,sc01,t0811, 3.73 ,, 1.19 
period1,sc01,t0812, 3.47 ,, 1.31 
period1,sc01,t0813, 5.16 ,, 1.58 
period1,sc01,t0814, 3.03 ,, 1.15 
period1,sc01,t0815, 3.43 ,, 1.45 
period1,sc01,t0816, 4.2 ,, 1.12 
period1,sc01,t0817, 3.26 ,, 1.06 
period1,sc01,t0818, 3.63 ,, 1.43 
period1,sc01,t0819, 4.13 ,, 1.12 
period1,sc01,t0820, 3.36 ,, 1.5 
period1,sc01,t0821, 3.57 ,, 1.19 
period1,sc01,t0822, 3.08 ,, 1.66 
period1,sc01,t0823, 3.51 ,, 1.06 
period1,sc01,t0824, 4.72 ,, 1.36 
period1,sc01,t0825, 4.99 ,, 1.04 
period1,sc01,t0826, 5.62 ,, 1.11 
period1,sc01,t0827, 3.31 ,, 1.35 
period1,sc01,t0828, 3.56 ,, 0.99 
period1,sc01,t0829, 4.92 ,, 0.91 
period1,sc01,t0830, 3.16 ,, 1.23 
period1,sc01,t0831, 3.08 ,, 1.07 
period1,sc01,t0832, 3.97 ,, 1.41 
period1,sc01,t0833, 3.62 ,, 1.1 
period1,sc01,t0834, 6.19 ,, 1.21 
period1,sc01,t0835, 5.57 ,, 1.47 
period1,sc01,t0836, 4.33 ,, 1.15 
period1,sc01,t0837, 5.88 ,, 1.47 
period1,sc01,t0838, 7.78 ,, 1.18 
period1,sc01,t0839, 6.92 ,, 1.28 
period1,sc01,t0840, 4.1 ,, 1.54 
period1,sc01,t0841, 4.16 ,, 1.14 
period1,sc01,t0842, 4.15 ,, 1.51 
period1,sc01,t0843, 6.32 ,, 1.25 
period1,sc01,t0844, 4.39 ,, 1.27 
period1,sc01,t0845, 2.23 ,, 1.59 
period1,sc01,t0846, 4.12 ,, 1.14 
period1,sc01,t0847, 4.75 ,, 1.47 
period1,sc01,t0848, 4.42 ,, 1.18 
period1,sc01,t0849, 4.15 ,, 1.09 
period1,sc01,t0850, 2.77 ,, 1.33 
period1,sc01,t0851, 4.08 ,, 0.92 
period1,sc01,t0852, 3.16 ,, 1.23 
period1,sc01,t0853, 2.76 ,, 0.97 
period1,sc01,t0854, 2.47 ,, 0.94 
period1,sc01,t0855, 3.08 ,, 1.09 
period1,sc01,t0856, 3.29 ,, 1.24 
period1,sc01,t0857, 3.54 ,, 0.83 
period1,sc01,t0858, 3.51 ,, 1.24 
period1,sc01,t0859, 4.3 ,, 1.16 
period1,sc01,t0860, 3.71 ,, 1.51 
period1,sc01,t0861, 3.66 ,, 1.14 
period1,sc01,t0862, 3.91 ,, 1.45 
period1,sc01,t0863, 3.53 ,, 1.14 
period1,sc01,t0864, 3.11 ,, 1.14 
period1,sc01,t0865, 3.19 ,, 1.63 
period1,sc01,t0866, 2.63 ,, 1.05 
period1,sc01,t0867, 3.96 ,, 1.21 
period1,sc01,t0868, 2.28 ,, 1.11 
period1,sc01,t0869, 3.04 ,, 1.41 
period1,sc01,t0870, 3.91 ,, 1.05 
period1,sc01,t0871, 4.67 ,, 1.3 
period1,sc01,t0872, 4.53 ,, 0.94 
period1,sc01,t0873, 3.81 ,, 1.07 
period1,sc01,t0874, 2.74 ,, 1.48 
period1,sc01,t0875, 3.03 ,, 1.09 
period1,sc01,t0876, 2.92 ,, 1.01 
period1,sc01,t0877, 3.38 ,, 1.73 
period1,sc01,t0878, 3.1 ,, 1.73 
period1,sc01,t0879, 3.52 ,, 1.33 
period1,sc01,t0880, 3.28 ,, 1.64 
period1,sc01,t0881, 4.44 ,, 1.34 
period1,sc01,t0882, 5.07 ,, 1.25 
period1,sc01,t0883, 3.43 ,, 1.4 
period1,sc01,t0884, 3.23 ,, 1.71 
period1,sc01,t0885, 3.22 ,, 1.15 
period1,sc01,t0886, 3.2 ,, 1.11 
period1,sc01,t0887, 2.89 ,, 1.3 
period1,sc01,t0888, 2.57 ,, 1.02 
period1,sc01,t0889, 2.69 ,, 1.08 
period1,sc01,t0890, 2.32 ,, 1.44 
period1,sc01,t0891, 2.38 ,, 1.06 
period1,sc01,t0892, 2.3 ,, 1.39 
period1,sc01,t0893, 2.33 ,, 1.15 
period1,sc01,t0894, 2.35 ,, 1.22 
period1,sc01,t0895, 2.73 ,, 1.49 
period1,sc01,t0896, 2.34 ,, 1.06 
period1,sc01,t0897, 2.81 ,, 1.78 
period1,sc01,t0898, 3.72 ,, 1.65 
period1,sc01,t0899, 3.19 ,, 0.91 
period1,sc01,t0900, 1.82 ,, 1.1 
period1,sc01,t0901, 2.33 ,, 0.86 
period1,sc01,t0902, 4.01 ,, 0.9 
period1,sc01,t0903, 2.67 ,, 1.27 
period1,sc01,t0904, 3.82 ,, 0.91 
period1,sc01,t0905, 7.37 ,, 1.06 
period1,sc01,t0906, 4.94 ,, 1.24 
period1,sc01,t0907, 4.12 ,, 1.01 
period1,sc01,t0908, 2.24 ,, 1.34 
period1,sc01,t0909, 2.97 ,, 0.96 
period1,sc01,t0910, 3.4 ,, 1.2 
period1,sc01,t0911, 2.86 ,, 0.9 
period1,sc01,t0912, 2.65 ,, 1.06 
period1,sc01,t0913, 2.47 ,, 1.24 
period1,sc01,t0914, 3.2 ,, 1.01 
period1,sc01,t0915, 3.96 ,, 1.29 
period1,sc01,t0916, 2.72 ,, 0.92 
period1,sc01,t0917, 2.76 ,, 0.94 
period1,sc01,t0918, 2.94 ,, 1.53 
period1,sc01,t0919, 2.99 ,, 0.97 
period1,sc01,t0920, 3.29 ,, 1.27 
period1,sc01,t0921, 3.23 ,, 0.87 
period1,sc01,t0922, 3.13 ,, 1.02 
period1,sc01,t0923, 3.44 ,, 1.12 
period1,sc01,t0924, 3.77 ,, 0.96 
period1,sc01,t0925, 3.32 ,, 1.23 
period1,sc01,t0926, 3.1 ,, 0.87 
period1,sc01,t0927, 3.1 ,, 0.82 
period1,sc01,t0928, 2.61 ,, 1.12 
period1,sc01,t0929, 3.72 ,, 0.81 
period1,sc01,t0930, 3.12 ,, 1.07 
period1,sc01,t0931, 3.65 ,, 1.22 
period1,sc01,t0932, 4.05 ,, 1.08 
period1,sc01,t0933, 3.98 ,, 0.98 
period1,sc01,t0934, 4.29 ,, 0.57 
period1,sc01,t0935, 2.65 ,, 0.91 
period1,sc01,t0936, 2.52 ,, 0.56 
period1,sc01,t0937, 2.46 ,, 0.5 
period1,sc01,t0938, 2.54 ,, 0.85 
period1,sc01,t0939, 2.79 ,, 0.59 
period1,sc01,t0940, 2.81 ,, 0.61 
period1,sc01,t0941, 2.68 ,, 0.91 
period1,sc01,t0942, 2.86 ,, 0.81 
period1,sc01,t0943, 3.14 ,, 1.37 
period1,sc01,t0944, 11.6 ,, 1.05 
period1,sc01,t0945, 7.31 ,, 1.36 
period1,sc01,t0946, 4.25 ,, 0.97 
period1,sc01,t0947, 3.38 ,, 1.26 
period1,sc01,t0948, 1.83 ,, 0.93 
period1,sc01,t0949, 2.82 ,, 0.94 
period1,sc01,t0950, 2.55 ,, 1.12 
period1,sc01,t0951, 2.65 ,, 0.67 
period1,sc01,t0952, 2.92 ,, 1.35 
period1,sc01,t0953, 2.97 ,, 0.98 
period1,sc01,t0954, 2.83 ,, 1.37 
period1,sc01,t0955, 2.8 ,, 2.59 
period1,sc01,t0956, 2.96 ,, 2.49 
period1,sc01,t0957, 2.95 ,, 1.7 
period1,sc01,t0958, 2.68 ,, 1.04 
period1,sc01,t0959, 2.62 ,, 1.26 
period1,sc01,t0960, 2.7 ,, 0.96 
period1,sc01,t0961, 3.61 ,, 1.06 
period1,sc01,t0962, 3.72 ,, 1.38 
period1,sc01,t0963, 5.95 ,, 1.08 
period1,sc01,t0964, 3.08 ,, 0.99 
period1,sc01,t0965, 3.06 ,, 1.37 
period1,sc01,t0966, 3.78 ,, 1.19 
period1,sc01,t0967, 4.72 ,, 1.52 
period1,sc01,t0968, 3.18 ,, 1.05 
period1,sc01,t0969, 2.91 ,, 1.25 
period1,sc01,t0970, 3.71 ,, 0.88 
period1,sc01,t0971, 3.39 ,, 0.95 
period1,sc01,t0972, 3.15 ,, 1.23 
period1,sc01,t0973, 2.7 ,, 0.9 
period1,sc01,t0974, 2.99 ,, 0.83 
period1,sc01,t0975, 2.96 ,, 1.03 
period1,sc01,t0976, 3.4 ,, 1.99 
period1,sc01,t0977, 3.1 ,, 0.96 
period1,sc01,t0978, 2.85 ,, 1.43 
period1,sc01,t0979, 3.68 ,, 1 
period1,sc01,t0980, 4.77 ,, 1.37 
period1,sc01,t0981, 4.61 ,, 1.03 
period1,sc01,t0982, 3.51 ,, 1.15 
period1,sc01,t0983, 4.16 ,, 1.32 
period1,sc01,t0984, 3.06 ,, 0.98 
period1,sc01,t0985, 2.91 ,, 1.03 
period1,sc01,t0986, 3.34 ,, 1.4 
period1,sc01,t0987, 3.33 ,, 1.07 
period1,sc01,t0988, 3.54 ,, 1 
period1,sc01,t0989, 2.82 ,, 1.38 
period1,sc01,t0990, 3.34 ,, 1.74 
period1,sc01,t0991, 3.56 ,, 1.8 
period1,sc01,t0992, 3.75 ,, 1.07 
period1,sc01,t0993, 3.75 ,, 0.98 
period1,sc01,t0994, 4.15 ,, 1.2 
period1,sc01,t0995, 5.02 ,, 0.94 
period1,sc01,t0996, 5.44 ,, 0.91 
period1,sc01,t0997, 5.08 ,, 1.05 
period1,sc01,t0998, 5.84 ,, 0.67 
period1,sc01,t0999, 7.76 ,, 0.68 
period1,sc01,t1000, 6.18 ,, 1.13 
period1,sc01,t1001, 5.04 ,, 0.8 
period1,sc01,t1002, 5.06 ,, 0.87 
period1,sc01,t1003, 3.32 ,, 1.32 
period1,sc01,t1004, 4.17 ,, 1.44 
period1,sc01,t1005, 5.05 ,, 1.36 
period1,sc01,t1006, 3.04 ,, 1.17 
period1,sc01,t1007, 3.13 ,, 1.38 
period1,sc01,t1008, 3.91 ,, 0.98 
period1,sc01,t1009, 3.14 ,, 1.23 
period1,sc01,t1010, 3.79 ,, 0.98 
period1,sc01,t1011, 4.54 ,, 1.01 
period1,sc01,t1012, 5.95 ,, 1.32 
period1,sc01,t1013, 3.2 ,, 1.01 
period1,sc01,t1014, 4.47 ,, 1.5 
period1,sc01,t1015, 4.53 ,, 1.02 
period1,sc01,t1016, 4.81 ,, 1.3 
period1,sc01,t1017, 4.16 ,, 0.9 
period1,sc01,t1018, 2.85 ,, 0.85 
period1,sc01,t1019, 4.03 ,, 1.19 
period1,sc01,t1020, 4.59 ,, 0.77 
period1,sc01,t1021, 2.52 ,, 0.77 
period1,sc01,t1022, 2.9 ,, 1.02 
period1,sc01,t1023, 3.94 ,, 0.69 
period1,sc01,t1024, 4.47 ,, 1.12 
period1,sc01,t1025, 4.26 ,, 0.87 
period1,sc01,t1026, 4.51 ,, 1.15 
period1,sc01,t1027, 5.99 ,, 1.42 
period1,sc01,t1028, 8.69 ,, 1.46 
period1,sc01,t1029, 4.44 ,, 1.65 
period1,sc01,t1030, 5.11 ,, 1.27 
period1,sc01,t1031, 4.29 ,, 0.85 
period1,sc01,t1032, 2.48 ,, 0.83 
period1,sc01,t1033, 4.15 ,, 1.11 
period1,sc01,t1034, 4 ,, 1.01 
period1,sc01,t1035, 4.55 ,, 1.02 
period1,sc01,t1036, 4.25 ,, 1.31 
period1,sc01,t1037, 3.44 ,, 1.02 
period1,sc01,t1038, 3.66 ,, 1 
period1,sc01,t1039, 3.22 ,, 1.26 
period1,sc01,t1040, 4.17 ,, 1.06 
period1,sc01,t1041, 3.09 ,, 1.09 
period1,sc01,t1042, 5.73 ,, 0.67 
period1,sc01,t1043, 4.82 ,, 0.49 
period1,sc01,t1044, 5.24 ,, 0.7 
period1,sc01,t1045, 2.79 ,, 1.62 
period1,sc01,t1046, 4.86 ,, 0.96 
period1,sc01,t1047, 4.24 ,, 1.07 
period1,sc01,t1048, 4.17 ,, 0.71 
period1,sc01,t1049, 2.48 ,, 0.44 
period1,sc01,t1050, 3.54 ,, 0.56 
period1,sc01,t1051, 3.53 ,, 1.25 
period1,sc01,t1052, 4.52 ,, 0.89 
period1,sc01,t1053, 4.01 ,, 1.53 
period1,sc01,t1054, 2.92 ,, 0.42 
period1,sc01,t1055, 5.09 ,, 0.4 
period1,sc01,t1056, 3.42 ,, 0.76 
period1,sc01,t1057, 4.12 ,, 0.47 
period1,sc01,t1058, 4.03 ,, 0.57 
period1,sc01,t1059, 8.48 ,, 0.56 
period1,sc01,t1060, 7.98 ,, 0.82 
period1,sc01,t1061, 7.79 ,, 0.47 
period1,sc01,t1062, 7.97 ,, 0.85 
period1,sc01,t1063, 7.4 ,, 0.71 
period1,sc01,t1064, 8.51 ,, 0.72 
period1,sc01,t1065, 8.96 ,, 0.72 
period1,sc01,t1066, 6.33 ,, 0.48 
period1,sc01,t1067, 6.32 ,, 0.71 
period1,sc01,t1068, 8.38 ,, 1.17 
period1,sc01,t1069, 6.62 ,, 0.69 
period1,sc01,t1070, 7.9 ,, 0.65 
period1,sc01,t1071, 8.4 ,, 1.22 
period1,sc01,t1072, 7.68 ,, 1.26 
period1,sc01,t1073, 6.72 ,, 1.24 
period1,sc01,t1074, 7.3 ,, 1.53 
period1,sc01,t1075, 6.67 ,, 1.09 
period1,sc01,t1076, 5.92 ,, 1.42 
period1,sc01,t1077, 5.67 ,, 0.86 
period1,sc01,t1078, 4.5 ,, 0.99 
period1,sc01,t1079, 4.54 ,, 0.53 
period1,sc01,t1080, 9.79 ,, 0.53 
period1,sc01,t1081, 6.27 ,, 0.93 
period1,sc01,t1082, 7.81 ,, 0.62 
period1,sc01,t1083, 9.16 ,, 0.59 
period1,sc01,t1084, 7.1 ,, 0.9 
period1,sc01,t1085, 4.93 ,, 0.61 
period1,sc01,t1086, 4.97 ,, 1.05 
period1,sc01,t1087, 5.2 ,, 0.59 
period1,sc01,t1088, 4.66 ,, 0.95 
period1,sc01,t1089, 2.56 ,, 0.51 
period1,sc01,t1090, 4.4 ,, 0.48 
period1,sc01,t1091, 4.03 ,, 0.83 
period1,sc01,t1092, 4.28 ,, 0.56 
period1,sc01,t1093, 4.42 ,, 0.56 
period1,sc01,t1094, 5.34 ,, 0.82 
period1,sc01,t1095, 3.18 ,, 0.47 
period1,sc01,t1096, 4 ,, 1.33 
period1,sc01,t1097, 6.42 ,, 2.64 
period1,sc01,t1098, 4.16 ,, 2.2 
period1,sc01,t1099, 4.98 ,, 0.91 
period1,sc01,t1100, 7.8 ,, 1.21 
period1,sc01,t1101, 10.6 ,, 1.38 
period1,sc01,t1102, 8.16 ,, 0.72 
period1,sc01,t1103, 11.37 ,, 0.75 
period1,sc01,t1104, 9.26 ,, 1.02 
period1,sc01,t1105, 7.08 ,, 0.67 
period1,sc01,t1106, 7.36 ,, 0.62 
period1,sc01,t1107, 7.87 ,, 0.82 
period1,sc01,t1108, 7.57 ,, 0.83 
period1,sc01,t1109, 8.08 ,, 0.7 
period1,sc01,t1110, 9.96 ,, 1.1 
period1,sc01,t1111, 12.18 ,, 0.57 
period1,sc01,t1112, 13.83 ,, 0.98 
period1,sc01,t1113, 11.87 ,, 0.69 
period1,sc01,t1114, 9.8 ,, 0.66 
period1,sc01,t1115, 9.51 ,, 1.01 
period1,sc01,t1116, 8.05 ,, 0.57 
