,,,,Production/Discharge [KWh],Production/Discharge [KWh],Production/Discharge [KWh],ENS [KWh],ENS [KWh],Load/Home [KWh],Load/Home [KWh],Electricity Buy [KWh],Electricity Buy [KWh],Electricity Sell [KWh],Electricity Sell [KWh],Spot Price [EUR/KWh],EleCost [EUR/KWh],ElePrice [EUR/KWh]
,,,,BESS,EV,Solar-PV,Node1,Node2,Node1,Node2,Node1,Node2,Node1,Node2,EleR_01,EleR_01,EleR_01
period1,sc01,t0149,2025-01-07 05:27:00,0.0,0.0,0.0,0.0,0.0,-10.941,0.0,10.941,0.0,0.0,0.0,0.201944667,1.30868083375,0.1615557336
period1,sc01,t0150,2025-01-07 06:27:00,0.0,0.0,0.0,0.0,0.0,-4.949,0.0,4.949,0.0,0.0,0.0,0.223901667,1.33612708375,0.17912133360000002
period1,sc01,t0151,2025-01-07 07:27:00,0.0,0.0,0.0,0.0,0.0,-11.075999999999999,0.0,11.075999999999999,0.0,0.0,0.0,0.256914833,1.37739354125,0.2055318664
period1,sc01,t0152,2025-01-07 08:27:00,0.0,0.0,0.0,0.0,0.0,-10.884000000000002,0.0,10.884000000000002,0.0,0.0,0.0,0.671508333,1.89563541625,0.5372066664
period1,sc01,t0153,2025-01-07 09:27:00,0.0,0.0,0.0,0.0,0.0,-9.242,0.0,9.242,0.0,0.0,0.0,0.919621333,2.2057766662500002,0.7356970664000001
period1,sc01,t0154,2025-01-07 10:27:00,0.0,0.0,0.105732849,0.0,0.0,-11.258,0.0,11.152267150999998,0.0,0.0,0.0,0.734308167,1.97413520875,0.5874465336
period1,sc01,t0155,2025-01-07 11:27:00,0.0,0.0,0.303023604,0.0,0.0,-4.043,0.0,3.7399763960000003,0.0,0.0,0.0,0.689636167,1.91829520875,0.5517089336
period1,sc01,t0156,2025-01-07 12:27:00,0.0,0.0,0.504009562,0.0,0.0,-6.097,0.0,5.592990438,0.0,0.0,0.0,0.566465333,1.76433166625,0.4531722664
period1,sc01,t0157,2025-01-07 13:27:00,0.0,0.0,1.507755675,0.0,0.0,-7.777999999999999,0.0,6.270244324999998,0.0,0.0,0.0,0.5535085,1.748135625,0.4428068
period1,sc01,t0158,2025-01-07 14:27:00,0.0,0.0,1.039227261,0.0,0.0,-4.032,0.0,2.9927727390000003,0.0,0.0,0.0,0.570787667,1.76973458375,0.45663013360000004
period1,sc01,t0159,2025-01-07 15:27:00,0.0,0.0,0.732641977,0.0,0.0,-4.602,0.0,3.869358023,0.0,0.0,0.0,0.552061833,1.74632729125,0.4416494664
period1,sc01,t0160,2025-01-07 16:27:00,0.0,0.0,0.056356045,0.0,0.0,-3.7779999999999987,0.0,3.721643954999999,0.0,0.0,0.0,0.609402667,1.8180033337500001,0.4875221336
period1,sc01,t0161,2025-01-07 17:27:00,0.0,0.0,0.0,0.0,0.0,-3.29,0.0,3.29,0.0,0.0,0.0,0.922488333,2.20936041625,0.7379906664
period1,sc01,t0162,2025-01-07 18:27:00,0.0,0.0,0.0,0.0,0.0,-6.490000000000001,0.0,6.490000000000001,0.0,0.0,0.0,0.896893,2.1773662500000004,0.7175144000000001
period1,sc01,t0163,2025-01-07 19:27:00,0.0,0.0,0.0,0.0,0.0,-4.074000000000002,0.0,4.074000000000002,0.0,0.0,0.0,0.640691333,1.8571141662500001,0.5125530664000001
period1,sc01,t0164,2025-01-07 20:27:00,0.0,0.0,0.0,0.0,0.0,-7.045999999999999,0.0,7.045999999999999,0.0,0.0,0.0,0.342602,1.4845025,0.27408160000000004
period1,sc01,t0165,2025-01-07 21:27:00,0.0,0.0,0.0,0.0,0.0,-2.9539999999999997,0.0,2.9539999999999997,0.0,0.0,0.0,0.293995833,1.42374479125,0.2351966664
period1,sc01,t0166,2025-01-07 22:27:00,0.0,0.0,0.0,0.0,0.0,-5.806,0.0,5.806,0.0,0.0,0.0,0.238215167,1.35401895875,0.19057213360000003
period1,sc01,t0167,2025-01-07 23:27:00,0.0,0.0,0.0,0.0,0.0,-4.158,0.0,4.158,0.0,0.0,0.0,0.1987915,1.304739375,0.1590332
period1,sc01,t0168,2025-01-08 00:27:00,0.0,0.0,0.0,0.0,0.0,-9.102,0.0,9.102,0.0,0.0,0.0,0.187221,1.2902762500000002,0.14977680000000002
period1,sc01,t0169,2025-01-08 01:27:00,0.0,0.0,0.0,0.0,0.0,-9.048,0.0,9.048,0.0,0.0,0.0,0.195400833,1.30050104125,0.1563206664
period1,sc01,t0170,2025-01-08 02:27:00,0.0,0.0,0.0,0.0,0.0,-5.382,0.0,5.382,0.0,0.0,0.0,0.187131167,1.29016395875,0.1497049336
period1,sc01,t0171,2025-01-08 03:27:00,0.0,0.0,0.0,0.0,0.0,-6.786,0.0,6.786,0.0,0.0,0.0,0.183672333,1.2858404162500001,0.1469378664
period1,sc01,t0172,2025-01-08 04:27:00,0.0,0.0,0.0,0.0,0.0,-4.554,0.0,4.554,0.0,0.0,0.0,0.184448,1.28681,0.1475584
period1,sc01,t0173,2025-01-08 05:27:00,0.0,0.0,0.0,0.0,0.0,-5.263999999999999,0.0,5.263999999999999,0.0,0.0,0.0,0.187366667,1.2904583337500002,0.14989333359999998
period1,sc01,t0174,2025-01-08 06:27:00,0.0,0.0,0.0,0.0,0.0,-2.156,0.0,2.156,0.0,0.0,0.0,0.192679667,1.29709958375,0.1541437336
period1,sc01,t0175,2025-01-08 07:27:00,0.0,0.0,0.0,0.0,0.0,-6.837999999999999,0.0,6.837999999999999,0.0,0.0,0.0,0.205681,1.31335125,0.16454480000000002
period1,sc01,t0176,2025-01-08 08:27:00,0.0,0.0,0.0,0.0,0.0,-3.732000000000001,0.0,3.732000000000001,0.0,0.0,0.0,0.279770333,1.40596291625,0.2238162664
period1,sc01,t0177,2025-01-08 09:27:00,0.0,0.0,0.0,0.0,0.0,-5.291,0.0,5.291,0.0,0.0,0.0,0.400825167,1.5572814587500001,0.3206601336
period1,sc01,t0178,2025-01-08 10:27:00,0.0,0.0,0.010590744,0.0,0.0,-2.939,0.0,2.928409256,0.0,0.0,0.0,0.405806667,1.56350833375,0.32464533360000003
period1,sc01,t0179,2025-01-08 11:27:00,0.0,0.0,0.098655315,0.0,0.0,-3.1129999999999995,0.0,3.0143446849999997,0.0,0.0,0.0,0.402247167,1.5590589587500001,0.3217977336
period1,sc01,t0180,2025-01-08 12:27:00,0.0,0.0,0.140939627,0.0,0.0,-4.147,0.0,4.006060373,0.0,0.0,0.0,0.342355833,1.4841947912500002,0.27388466640000003
period1,sc01,t0181,2025-01-08 13:27:00,0.0,0.0,0.214879339,0.0,0.0,-2.681,0.0,2.466120661,0.0,0.0,0.0,0.298780333,1.4297254162500002,0.23902426640000002
period1,sc01,t0182,2025-01-08 14:27:00,0.0,0.0,0.11271396,0.0,0.0,-5.079,0.0,4.96628604,0.0,0.0,0.0,0.248777,1.36722125,0.19902160000000002
period1,sc01,t0183,2025-01-08 15:27:00,0.0,0.0,0.021132842,0.0,0.0,-5.329999999999999,0.0,5.308867157999999,0.0,0.0,0.0,0.256963333,1.3774541662500002,0.20557066640000002
period1,sc01,t0184,2025-01-08 16:27:00,0.0,0.0,0.0,0.0,0.0,-3.1000000000000005,0.0,3.1000000000000005,0.0,0.0,0.0,0.298796833,1.42974604125,0.2390374664
period1,sc01,t0185,2025-01-08 17:27:00,0.0,0.0,0.0,0.0,0.0,-4.6819999999999995,0.0,4.6819999999999995,0.0,0.0,0.0,0.354732,1.499665,0.2837856
period1,sc01,t0186,2025-01-08 18:27:00,0.0,0.0,0.0,0.0,0.0,-2.338,0.0,2.338,0.0,0.0,0.0,0.428725333,1.5921566662500002,0.3429802664
period1,sc01,t0187,2025-01-08 19:27:00,0.0,0.0,0.0,0.0,0.0,-3.059,0.0,3.059,0.0,0.0,0.0,0.435055333,1.60006916625,0.3480442664
period1,sc01,t0188,2025-01-08 20:27:00,0.0,0.0,0.0,0.0,0.0,-6.381000000000001,0.0,6.381000000000001,0.0,0.0,0.0,0.370457333,1.5193216662500002,0.2963658664
period1,sc01,t0189,2025-01-08 21:27:00,0.0,0.0,0.0,0.0,0.0,-3.9800000000000004,0.0,3.9800000000000004,0.0,0.0,0.0,0.264741333,1.38717666625,0.21179306640000004
period1,sc01,t0190,2025-01-08 22:27:00,0.0,0.0,0.0,0.0,0.0,-6.629999999999999,0.0,6.629999999999999,0.0,0.0,0.0,0.232840833,1.3473010412500002,0.1862726664
period1,sc01,t0191,2025-01-08 23:27:00,0.0,0.0,0.0,0.0,0.0,-2.457,0.0,2.457,0.0,0.0,0.0,0.225553167,1.33819145875,0.1804425336
period1,sc01,t0192,2025-01-09 00:27:00,0.0,0.0,0.0,0.0,0.0,-4.953,0.0,4.953,0.0,0.0,0.0,0.210675167,1.31959395875,0.1685401336
period1,sc01,t0193,2025-01-09 01:27:00,0.0,0.0,0.0,0.0,0.0,-2.761,0.0,2.761,0.0,0.0,0.0,0.226745,1.33968125,0.181396
period1,sc01,t0194,2025-01-09 02:27:00,0.0,0.0,0.0,0.0,0.0,-5.109,0.0,5.109,0.0,0.0,0.0,0.216909667,1.32738708375,0.1735277336
period1,sc01,t0195,2025-01-09 03:27:00,0.0,0.0,0.0,0.0,0.0,-2.8519999999999994,0.0,2.8519999999999994,0.0,0.0,0.0,0.210943667,1.31992958375,0.16875493360000002
period1,sc01,t0196,2025-01-09 04:27:00,0.0,0.0,0.0,0.0,0.0,-5.278,0.0,5.278,0.0,0.0,0.0,0.208128333,1.31641041625,0.1665026664
period1,sc01,t0197,2025-01-09 05:27:00,0.0,0.0,0.0,0.0,0.0,-3.861,0.0,3.861,0.0,0.0,0.0,0.203354667,1.3104433337499999,0.1626837336
period1,sc01,t0198,2025-01-09 06:27:00,0.0,0.0,0.0,0.0,0.0,-3.039,0.0,3.039,0.0,0.0,0.0,0.206011667,1.31376458375,0.16480933360000002
period1,sc01,t0199,2025-01-09 07:27:00,0.0,0.0,0.0,0.0,0.0,-5.427999999999999,0.0,5.427999999999999,0.0,0.0,0.0,0.2073795,1.315474375,0.1659036
period1,sc01,t0200,2025-01-09 08:27:00,0.0,0.0,0.0,0.0,0.0,-2.7720000000000002,0.0,2.7720000000000002,0.0,0.0,0.0,0.212811167,1.3222639587499998,0.1702489336
period1,sc01,t0201,2025-01-09 09:27:00,0.0,0.0,0.0,0.0,0.0,-5.356,0.0,5.356,0.0,0.0,0.0,0.221845667,1.33355708375,0.1774765336
period1,sc01,t0202,2025-01-09 10:27:00,0.0,0.0,0.0,0.0,0.0,-3.194000000000001,0.0,3.194000000000001,0.0,0.0,0.0,0.228946167,1.3424327087499999,0.18315693360000002
period1,sc01,t0203,2025-01-09 11:27:00,0.0,0.0,0.0,0.0,0.0,-5.768,0.0,5.768,0.0,0.0,0.0,0.245308,1.3628850000000001,0.19624640000000002
period1,sc01,t0204,2025-01-09 12:27:00,0.0,0.0,0.0,0.0,0.0,-2.912,0.0,2.912,0.0,0.0,0.0,0.249225833,1.36778229125,0.19938066640000002
period1,sc01,t0205,2025-01-09 13:27:00,0.0,0.0,0.0,0.0,0.0,-4.046,0.0,4.046,0.0,0.0,0.0,0.243515667,1.36064458375,0.1948125336
period1,sc01,t0206,2025-01-09 14:27:00,0.0,0.0,0.0,0.0,0.0,-8.174,0.0,8.174,0.0,0.0,0.0,0.2343375,1.3491718750000001,0.18747000000000003
period1,sc01,t0207,2025-01-09 15:27:00,0.0,0.0,0.0,0.0,0.0,-9.568000000000001,0.0,9.568000000000001,0.0,0.0,0.0,0.2302575,1.344071875,0.184206
period1,sc01,t0208,2025-01-09 16:27:00,0.0,0.0,0.0,0.0,0.0,-8.072,0.0,8.072,0.0,0.0,0.0,0.242471667,1.35933958375,0.19397733360000002
period1,sc01,t0209,2025-01-09 17:27:00,0.0,0.0,0.0,0.0,0.0,-11.543000000000001,0.0,11.543000000000001,0.0,0.0,0.0,0.276586667,1.40198333375,0.2212693336
period1,sc01,t0210,2025-01-09 18:27:00,0.0,0.0,0.0,0.0,0.0,-3.577,0.0,3.577,0.0,0.0,0.0,0.332940167,1.47242520875,0.26635213360000004
period1,sc01,t0211,2025-01-09 19:27:00,0.0,0.0,0.0,0.0,0.0,-3.1710000000000003,0.0,3.1710000000000003,0.0,0.0,0.0,0.25752,1.37815,0.20601600000000003
period1,sc01,t0212,2025-01-09 20:27:00,0.0,0.0,0.0,0.0,0.0,-6.749,0.0,6.749,0.0,0.0,0.0,0.227788667,1.34098583375,0.1822309336
period1,sc01,t0213,2025-01-09 21:27:00,0.0,0.0,0.0,0.0,0.0,-4.600999999999999,0.0,4.600999999999999,0.0,0.0,0.0,0.2140535,1.3238168750000001,0.17124280000000003
period1,sc01,t0214,2025-01-09 22:27:00,0.0,0.0,0.0,0.0,0.0,-5.369,0.0,5.369,0.0,0.0,0.0,0.208872833,1.3173410412500002,0.16709826640000003
period1,sc01,t0215,2025-01-09 23:27:00,0.0,0.0,0.0,0.0,0.0,-2.415,0.0,2.415,0.0,0.0,0.0,0.204195167,1.3114939587499999,0.1633561336
period1,sc01,t0216,2025-01-10 00:27:00,0.0,0.0,0.0,0.0,0.0,-4.8549999999999995,0.0,4.8549999999999995,0.0,0.0,0.0,0.196843833,1.30230479125,0.1574750664
period1,sc01,t0217,2025-01-10 01:27:00,0.0,0.0,0.0,0.0,0.0,-3.3770000000000002,0.0,3.3770000000000002,0.0,0.0,0.0,0.197445333,1.30305666625,0.15795626640000002
period1,sc01,t0218,2025-01-10 02:27:00,0.0,0.0,0.0,0.0,0.0,-3.913,0.0,3.913,0.0,0.0,0.0,0.184736667,1.2871708337499999,0.1477893336
period1,sc01,t0219,2025-01-10 03:27:00,0.0,0.0,0.0,0.0,0.0,-2.016,0.0,2.016,0.0,0.0,0.0,0.182146,1.2839325,0.1457168
period1,sc01,t0220,2025-01-10 04:27:00,0.0,0.0,0.0,0.0,0.0,-4.814,0.0,4.814,0.0,0.0,0.0,0.180112167,1.28139020875,0.1440897336
period1,sc01,t0221,2025-01-10 05:27:00,0.0,0.0,0.0,0.0,0.0,-3.9909999999999997,0.0,3.9909999999999997,0.0,0.0,0.0,0.178491667,1.27936458375,0.1427933336
period1,sc01,t0222,2025-01-10 06:27:00,0.0,0.0,0.0,0.0,0.0,-3.3390000000000004,0.0,3.3390000000000004,0.0,0.0,0.0,0.179760667,1.28095083375,0.1438085336
period1,sc01,t0223,2025-01-10 07:27:00,0.0,0.0,0.0,0.0,0.0,-3.718,0.0,3.718,0.0,0.0,0.0,0.179247167,1.28030895875,0.14339773360000002
period1,sc01,t0224,2025-01-10 08:27:00,0.0,0.0,0.0,0.0,0.0,-3.2520000000000007,0.0,3.2520000000000007,0.0,0.0,0.0,0.181427667,1.28303458375,0.1451421336
period1,sc01,t0225,2025-01-10 09:27:00,0.0,0.0,0.0,0.0,0.0,-3.575,0.0,3.575,0.0,0.0,0.0,0.180802,1.2822524999999998,0.1446416
period1,sc01,t0226,2025-01-10 10:27:00,0.0,0.0,0.0,0.0,0.0,-4.175,0.0,4.175,0.0,0.0,0.0,0.1869435,1.2899293749999998,0.14955480000000002
period1,sc01,t0227,2025-01-10 11:27:00,0.0,0.0,0.0,0.0,0.0,-5.321000000000001,0.0,5.321000000000001,0.0,0.0,0.0,0.194329,1.29916125,0.15546320000000002
period1,sc01,t0228,2025-01-10 12:27:00,0.0,0.0,0.0,0.0,0.0,-2.6390000000000002,0.0,2.6390000000000002,0.0,0.0,0.0,0.200207,1.30650875,0.16016560000000002
period1,sc01,t0229,2025-01-10 13:27:00,0.0,0.0,0.0,0.0,0.0,-3.5799999999999996,0.0,3.5799999999999996,0.0,0.0,0.0,0.202312833,1.30914104125,0.1618502664
period1,sc01,t0230,2025-01-10 14:27:00,0.0,0.0,0.0,0.0,0.0,-3.5100000000000002,0.0,3.5100000000000002,0.0,0.0,0.0,0.197743,1.3034287500000001,0.1581944
period1,sc01,t0231,2025-01-10 15:27:00,0.0,0.0,0.0,0.0,0.0,-3.731,0.0,3.731,0.0,0.0,0.0,0.196857333,1.3023216662500001,0.1574858664
period1,sc01,t0232,2025-01-10 16:27:00,0.0,0.0,0.0,0.0,0.0,-3.069000000000001,0.0,3.069000000000001,0.0,0.0,0.0,0.204079833,1.31134979125,0.1632638664
period1,sc01,t0233,2025-01-10 17:27:00,0.0,0.0,0.0,0.0,0.0,-4.263999999999999,0.0,4.263999999999999,0.0,0.0,0.0,0.222054333,1.3338179162500001,0.1776434664
period1,sc01,t0234,2025-01-10 18:27:00,0.0,0.0,0.0,0.0,0.0,-2.426,0.0,2.426,0.0,0.0,0.0,0.238700167,1.35462520875,0.1909601336
period1,sc01,t0235,2025-01-10 19:27:00,0.0,0.0,0.0,0.0,0.0,-2.982,0.0,2.982,0.0,0.0,0.0,0.230950333,1.3449379162500001,0.1847602664
period1,sc01,t0236,2025-01-10 20:27:00,0.0,0.0,0.0,0.0,0.0,-6.228000000000001,0.0,6.228000000000001,0.0,0.0,0.0,0.225575,1.3382187500000002,0.18046
period1,sc01,t0237,2025-01-10 21:27:00,0.0,0.0,0.0,0.0,0.0,-2.982,0.0,2.982,0.0,0.0,0.0,0.220444167,1.3318052087499999,0.1763553336
period1,sc01,t0238,2025-01-10 22:27:00,0.0,0.0,0.0,0.0,0.0,-6.158,0.0,6.158,0.0,0.0,0.0,0.213501833,1.32312729125,0.17080146640000002
period1,sc01,t0239,2025-01-10 23:27:00,0.0,0.0,0.0,0.0,0.0,-2.105,0.0,2.105,0.0,0.0,0.0,0.2070195,1.315024375,0.1656156
period1,sc01,t0240,2025-01-11 00:27:00,0.0,0.0,0.0,0.0,0.0,-3.445,0.0,3.445,0.0,0.0,0.0,0.201040667,1.3075508337500001,0.16083253360000002
period1,sc01,t0241,2025-01-11 01:27:00,0.0,0.0,0.0,0.0,0.0,-2.994,0.0,2.994,0.0,0.0,0.0,0.1979245,1.3036556250000002,0.15833960000000002
period1,sc01,t0242,2025-01-11 02:27:00,0.0,0.0,0.0,0.0,0.0,-3.796,0.0,3.796,0.0,0.0,0.0,0.185759833,1.2884497912500001,0.1486078664
period1,sc01,t0243,2025-01-11 03:27:00,0.0,0.0,0.0,0.0,0.0,-3.630000000000001,0.0,3.630000000000001,0.0,0.0,0.0,0.183325,1.2854062499999999,0.14665999999999998
period1,sc01,t0244,2025-01-11 04:27:00,0.0,0.0,0.0,0.0,0.0,-6.24,0.0,6.24,0.0,0.0,0.0,0.1795395,1.280674375,0.1436316
period1,sc01,t0245,2025-01-11 05:27:00,0.0,0.0,0.0,0.0,0.0,-5.433999999999999,0.0,5.433999999999999,0.0,0.0,0.0,0.1827505,1.2846881250000002,0.1462004
period1,sc01,t0246,2025-01-11 06:27:00,0.0,0.0,0.0,0.0,0.0,-3.136000000000001,0.0,3.136000000000001,0.0,0.0,0.0,0.200304167,1.3066302087500001,0.1602433336
period1,sc01,t0247,2025-01-11 07:27:00,0.0,0.0,0.0,0.0,0.0,-9.459999999999999,0.0,9.459999999999999,0.0,0.0,0.0,0.2272185,1.340273125,0.18177480000000001
period1,sc01,t0248,2025-01-11 08:27:00,0.0,0.0,0.0,0.0,0.0,-3.01,0.0,3.01,0.0,0.0,0.0,0.374323,1.52415375,0.2994584
period1,sc01,t0249,2025-01-11 09:27:00,0.0,0.0,0.0,0.0,0.0,-2.9330000000000003,0.0,2.9330000000000003,0.0,0.0,0.0,0.425531833,1.58816479125,0.34042546640000004
period1,sc01,t0250,2025-01-11 10:27:00,0.0,0.0,0.0,0.0,0.0,-6.567,0.0,6.567,0.0,0.0,0.0,0.407621667,1.5657770837500002,0.32609733360000004
period1,sc01,t0251,2025-01-11 11:27:00,0.0,0.0,0.0,0.0,0.0,-3.654,0.0,3.654,0.0,0.0,0.0,0.388636,1.5420449999999999,0.3109088
period1,sc01,t0252,2025-01-11 12:27:00,0.0,0.0,0.003529172,0.0,0.0,-7.006,0.0,7.002470828,0.0,0.0,0.0,0.376706667,1.5271333337500002,0.3013653336
period1,sc01,t0253,2025-01-11 13:27:00,0.0,0.0,0.021134486,0.0,0.0,-1.68,0.0,1.658865514,0.0,0.0,0.0,0.382966,1.5349575,0.3063728
period1,sc01,t0254,2025-01-11 14:27:00,0.0,0.0,0.010569093,0.0,0.0,-5.76,0.0,5.749430907,0.0,0.0,0.0,0.380575167,1.5319689587499998,0.3044601336
period1,sc01,t0255,2025-01-11 15:27:00,0.0,0.0,0.010565364,0.0,0.0,-1.96,0.0,1.9494346359999999,0.0,0.0,0.0,0.3577,1.5033750000000001,0.28616
period1,sc01,t0256,2025-01-11 16:27:00,0.0,0.0,0.0,0.0,0.0,-4.239999999999999,0.0,4.239999999999999,0.0,0.0,0.0,0.347739667,1.49092458375,0.2781917336
period1,sc01,t0257,2025-01-11 17:27:00,0.0,0.0,0.0,0.0,0.0,-3.809,0.0,3.809,0.0,0.0,0.0,0.352891333,1.4973641662500001,0.2823130664
period1,sc01,t0258,2025-01-11 18:27:00,0.0,0.0,0.0,0.0,0.0,-3.6209999999999996,0.0,3.6209999999999996,0.0,0.0,0.0,0.414050333,1.57381291625,0.33124026640000004
period1,sc01,t0259,2025-01-11 19:27:00,0.0,0.0,0.0,0.0,0.0,-2.6390000000000002,0.0,2.6390000000000002,0.0,0.0,0.0,0.396907167,1.55238395875,0.3175257336
period1,sc01,t0260,2025-01-11 20:27:00,0.0,0.0,0.0,0.0,0.0,-6.941,0.0,6.941,0.0,0.0,0.0,0.3573035,1.502879375,0.2858428
period1,sc01,t0261,2025-01-11 21:27:00,0.0,0.0,0.0,0.0,0.0,-2.5390000000000006,0.0,2.5390000000000006,0.0,0.0,0.0,0.258016,1.37877,0.20641280000000004
period1,sc01,t0262,2025-01-11 22:27:00,0.0,0.0,0.0,0.0,0.0,-3.601,0.0,3.601,0.0,0.0,0.0,0.235579167,1.3507239587500002,0.1884633336
period1,sc01,t0263,2025-01-11 23:27:00,0.0,0.0,0.0,0.0,0.0,-2.359,0.0,2.359,0.0,0.0,0.0,0.213488333,1.32311041625,0.1707906664
period1,sc01,t0264,2025-01-12 00:27:00,0.0,0.0,0.0,0.0,0.0,-4.441000000000001,0.0,4.441000000000001,0.0,0.0,0.0,0.200912833,1.30739104125,0.16073026640000002
period1,sc01,t0265,2025-01-12 01:27:00,0.0,0.0,0.0,0.0,0.0,-3.1160000000000005,0.0,3.1160000000000005,0.0,0.0,0.0,0.195569167,1.30071145875,0.1564553336
period1,sc01,t0266,2025-01-12 02:27:00,0.0,0.0,0.0,0.0,0.0,-3.354,0.0,3.354,0.0,0.0,0.0,0.183610167,1.28576270875,0.1468881336
period1,sc01,t0267,2025-01-12 03:27:00,0.0,0.0,0.0,0.0,0.0,-4.382,0.0,4.382,0.0,0.0,0.0,0.177023333,1.27752916625,0.1416186664
period1,sc01,t0268,2025-01-12 04:27:00,0.0,0.0,0.0,0.0,0.0,-4.1080000000000005,0.0,4.1080000000000005,0.0,0.0,0.0,0.170821333,1.2697766662499999,0.1366570664
period1,sc01,t0269,2025-01-12 05:27:00,0.0,0.0,0.0,0.0,0.0,-3.809,0.0,3.809,0.0,0.0,0.0,0.176505167,1.27688145875,0.1412041336
period1,sc01,t0270,2025-01-12 06:27:00,0.0,0.0,0.0,0.0,0.0,-3.3210000000000006,0.0,3.3210000000000006,0.0,0.0,0.0,0.194232167,1.2990402087500001,0.15538573360000002
period1,sc01,t0271,2025-01-12 07:27:00,0.0,0.0,0.0,0.0,0.0,-3.965,0.0,3.965,0.0,0.0,0.0,0.214480167,1.32435020875,0.17158413360000002
period1,sc01,t0272,2025-01-12 08:27:00,0.0,0.0,0.0,0.0,0.0,-3.705,0.0,3.705,0.0,0.0,0.0,0.323195667,1.46024458375,0.2585565336
period1,sc01,t0273,2025-01-12 09:27:00,0.0,0.0,0.0,0.0,0.0,-4.600999999999999,0.0,4.600999999999999,0.0,0.0,0.0,0.366827167,1.51478395875,0.2934617336
period1,sc01,t0274,2025-01-12 10:27:00,0.0,0.0,0.010601152,0.0,0.0,-2.079,0.0,2.068398848,0.0,0.0,0.0,0.379868333,1.5310854162500003,0.3038946664
period1,sc01,t0275,2025-01-12 11:27:00,0.0,0.0,0.095120492,0.0,0.0,-2.5620000000000003,0.0,2.4668795080000003,0.0,0.0,0.0,0.35819,1.5039875,0.28655200000000003
period1,sc01,t0276,2025-01-12 12:27:00,0.0,0.0,0.091593419,0.0,0.0,-13.027999999999999,0.0,12.936406580999998,0.0,0.0,0.0,0.337904333,1.4786304162500001,0.2703234664
period1,sc01,t0277,2025-01-12 13:27:00,0.0,0.0,0.077505328,0.0,0.0,-3.7479999999999993,0.0,3.6704946719999993,0.0,0.0,0.0,0.324327167,1.4616589587500002,0.2594617336
period1,sc01,t0278,2025-01-12 14:27:00,0.0,0.0,0.073975515,0.0,0.0,-5.122,0.0,5.048024485,0.0,0.0,0.0,0.308651667,1.4420645837500001,0.24692133360000001
period1,sc01,t0279,2025-01-12 15:27:00,0.0,0.0,0.052826419,0.0,0.0,-5.103999999999999,0.0,5.051173581,0.0,0.0,0.0,0.298842,1.4298025,0.2390736
period1,sc01,t0280,2025-01-12 16:27:00,0.0,0.0,0.003521666,0.0,0.0,-2.576,0.0,2.572478334,0.0,0.0,0.0,0.308244167,1.44155520875,0.24659533360000002
period1,sc01,t0281,2025-01-12 17:27:00,0.0,0.0,0.0,0.0,0.0,-2.457,0.0,2.457,0.0,0.0,0.0,0.439636333,1.6057954162499999,0.3517090664
period1,sc01,t0282,2025-01-12 18:27:00,0.0,0.0,0.0,0.0,0.0,-3.3529999999999998,0.0,3.3529999999999998,0.0,0.0,0.0,0.5166525,1.702065625,0.41332199999999997
period1,sc01,t0283,2025-01-12 19:27:00,0.0,0.0,0.0,0.0,0.0,-2.051,0.0,2.051,0.0,0.0,0.0,0.3723755,1.521719375,0.2979004
period1,sc01,t0284,2025-01-12 20:27:00,0.0,0.0,0.0,0.0,0.0,-4.679,0.0,4.679,0.0,0.0,0.0,0.274787333,1.39973416625,0.21982986640000002
period1,sc01,t0285,2025-01-12 21:27:00,0.0,0.0,0.0,0.0,0.0,-3.5649999999999995,0.0,3.5649999999999995,0.0,0.0,0.0,0.2413905,1.357988125,0.19311240000000002
period1,sc01,t0286,2025-01-12 22:27:00,0.0,0.0,0.0,0.0,0.0,-3.705,0.0,3.705,0.0,0.0,0.0,0.229394333,1.34299291625,0.18351546640000002
period1,sc01,t0287,2025-01-12 23:27:00,0.0,0.0,0.0,0.0,0.0,-2.667,0.0,2.667,0.0,0.0,0.0,0.215803333,1.32600416625,0.17264266640000003
period1,sc01,t0288,2025-01-13 00:27:00,0.0,0.0,0.0,0.0,0.0,-5.093,0.0,5.093,0.0,0.0,0.0,0.199395,1.3054937500000001,0.159516
period1,sc01,t0289,2025-01-13 01:27:00,0.0,0.0,0.0,0.0,0.0,-3.463,0.0,3.463,0.0,0.0,0.0,0.194173167,1.29896645875,0.15533853360000002
period1,sc01,t0290,2025-01-13 02:27:00,0.0,0.0,0.0,0.0,0.0,-3.367,0.0,3.367,0.0,0.0,0.0,0.181825,1.2835312499999998,0.14546
period1,sc01,t0291,2025-01-13 03:27:00,0.0,0.0,0.0,0.0,0.0,-3.571999999999999,0.0,3.571999999999999,0.0,0.0,0.0,0.173260833,1.27282604125,0.1386086664
period1,sc01,t0292,2025-01-13 04:27:00,0.0,0.0,0.0,0.0,0.0,-6.058,0.0,6.058,0.0,0.0,0.0,0.172820167,1.27227520875,0.1382561336
period1,sc01,t0293,2025-01-13 05:27:00,0.0,0.0,0.0,0.0,0.0,-5.304,0.0,5.304,0.0,0.0,0.0,0.179043167,1.28005395875,0.14323453360000002
period1,sc01,t0294,2025-01-13 06:27:00,0.0,0.0,0.0,0.0,0.0,-2.9459999999999997,0.0,2.9459999999999997,0.0,0.0,0.0,0.197856333,1.3035704162500001,0.1582850664
