Period,Scenario,LoadLevel,Date,MWh,KWh,Type
period1,sc01,t4472,2025-07-06 08:27:00,2.844638311,2.844638311,NetDemand
period1,sc01,t4473,2025-07-06 09:27:00,3.8485910540000003,3.8485910540000003,NetDemand
period1,sc01,t4474,2025-07-06 10:27:00,4.772048955000001,4.772048955000001,NetDemand
period1,sc01,t4475,2025-07-06 11:27:00,6.310709236999999,6.310709236999999,NetDemand
period1,sc01,t4476,2025-07-06 12:27:00,5.4924817180000005,5.4924817180000005,NetDemand
period1,sc01,t4477,2025-07-06 13:27:00,6.684792302,6.684792302,NetDemand
period1,sc01,t4478,2025-07-06 14:27:00,4.776496395000001,4.776496395000001,NetDemand
period1,sc01,t4479,2025-07-06 15:27:00,5.069085579,5.069085579,NetDemand
period1,sc01,t4480,2025-07-06 16:27:00,3.980122242,3.980122242,NetDemand
period1,sc01,t4481,2025-07-06 17:27:00,3.4799857549999995,3.4799857549999995,NetDemand
period1,sc01,t4482,2025-07-06 18:27:00,1.0313212040000002,1.0313212040000002,NetDemand
period1,sc01,t4483,2025-07-06 19:27:00,0.0,0.0,NetDemand
period1,sc01,t4484,2025-07-06 20:27:00,-1.5207567109999998,-1.5207567109999998,NetDemand
period1,sc01,t4485,2025-07-06 21:27:00,-1.190940994,-1.190940994,NetDemand
period1,sc01,t4486,2025-07-06 22:27:00,-0.556498915,-0.556498915,NetDemand
period1,sc01,t4487,2025-07-06 23:27:00,-0.603,-0.603,NetDemand
period1,sc01,t4488,2025-07-07 00:27:00,-0.377,-0.377,NetDemand
period1,sc01,t4489,2025-07-07 01:27:00,-0.14300000000000002,-0.14300000000000002,NetDemand
period1,sc01,t4490,2025-07-07 02:27:00,-0.247,-0.247,NetDemand
period1,sc01,t4491,2025-07-07 03:27:00,-0.26573635900000003,-0.26573635900000003,NetDemand
period1,sc01,t4492,2025-07-07 04:27:00,-3.568647139,-3.568647139,NetDemand
period1,sc01,t4493,2025-07-07 05:27:00,-0.8012023389999998,-0.8012023389999998,NetDemand
period1,sc01,t4494,2025-07-07 06:27:00,0.8085940890000001,0.8085940890000001,NetDemand
period1,sc01,t4495,2025-07-07 07:27:00,1.494541044,1.494541044,NetDemand
period1,sc01,t4496,2025-07-07 08:27:00,2.912989496,2.912989496,NetDemand
period1,sc01,t4497,2025-07-07 09:27:00,2.3300334350000007,2.3300334350000007,NetDemand
period1,sc01,t4498,2025-07-07 10:27:00,4.264756103,4.264756103,NetDemand
period1,sc01,t4499,2025-07-07 11:27:00,5.292467327,5.292467327,NetDemand
period1,sc01,t4500,2025-07-07 12:27:00,3.7436560479999996,3.7436560479999996,NetDemand
period1,sc01,t4501,2025-07-07 13:27:00,0.7740992440000001,0.7740992440000001,NetDemand
period1,sc01,t4502,2025-07-07 14:27:00,1.5269674899999999,1.5269674899999999,NetDemand
period1,sc01,t4503,2025-07-07 15:27:00,3.8849229089999997,3.8849229089999997,NetDemand
period1,sc01,t4504,2025-07-07 16:27:00,4.082241205000001,4.082241205000001,NetDemand
period1,sc01,t4505,2025-07-07 17:27:00,1.231700743,1.231700743,NetDemand
period1,sc01,t4506,2025-07-07 18:27:00,-0.08935763699999999,-0.08935763699999999,NetDemand
period1,sc01,t4507,2025-07-07 19:27:00,0.07603370699999995,0.07603370699999995,NetDemand
period1,sc01,t4508,2025-07-07 20:27:00,0.07748103300000003,0.07748103300000003,NetDemand
period1,sc01,t4509,2025-07-07 21:27:00,-0.3009824910000001,-0.3009824910000001,NetDemand
period1,sc01,t4510,2025-07-07 22:27:00,-0.6059999999999999,-0.6059999999999999,NetDemand
period1,sc01,t4511,2025-07-07 23:27:00,-0.252,-0.252,NetDemand
period1,sc01,t4512,2025-07-08 00:27:00,-0.508,-0.508,NetDemand
period1,sc01,t4513,2025-07-08 01:27:00,-0.6519999999999999,-0.6519999999999999,NetDemand
period1,sc01,t4514,2025-07-08 02:27:00,-0.8580000000000001,-0.8580000000000001,NetDemand
period1,sc01,t4515,2025-07-08 03:27:00,-0.47499999999999987,-0.47499999999999987,NetDemand
period1,sc01,t4516,2025-07-08 04:27:00,-0.7069818740000001,-0.7069818740000001,NetDemand
period1,sc01,t4517,2025-07-08 05:27:00,-0.031051462999999946,-0.031051462999999946,NetDemand
period1,sc01,t4518,2025-07-08 06:27:00,0.514483669,0.514483669,NetDemand
period1,sc01,t4519,2025-07-08 07:27:00,1.360234197,1.360234197,NetDemand
period1,sc01,t4520,2025-07-08 08:27:00,1.727138129,1.727138129,NetDemand
period1,sc01,t4521,2025-07-08 09:27:00,2.304776358,2.304776358,NetDemand
period1,sc01,t4522,2025-07-08 10:27:00,3.175651488,3.175651488,NetDemand
period1,sc01,t4523,2025-07-08 11:27:00,5.310231844,5.310231844,NetDemand
period1,sc01,t4524,2025-07-08 12:27:00,8.722100044000001,8.722100044000001,NetDemand
period1,sc01,t4525,2025-07-08 13:27:00,6.7427616420000005,6.7427616420000005,NetDemand
period1,sc01,t4526,2025-07-08 14:27:00,7.066289553,7.066289553,NetDemand
period1,sc01,t4527,2025-07-08 15:27:00,7.762555384,7.762555384,NetDemand
period1,sc01,t4528,2025-07-08 16:27:00,4.252235774,4.252235774,NetDemand
period1,sc01,t4529,2025-07-08 17:27:00,3.77268281,3.77268281,NetDemand
period1,sc01,t4530,2025-07-08 18:27:00,1.868981965,1.868981965,NetDemand
period1,sc01,t4531,2025-07-08 19:27:00,-2.012088654,-2.012088654,NetDemand
period1,sc01,t4532,2025-07-08 20:27:00,-2.2728982300000005,-2.2728982300000005,NetDemand
period1,sc01,t4533,2025-07-08 21:27:00,-0.125957298,-0.125957298,NetDemand
period1,sc01,t4534,2025-07-08 22:27:00,-0.39649915,-0.39649915,NetDemand
period1,sc01,t4535,2025-07-08 23:27:00,-0.19699999999999995,-0.19699999999999995,NetDemand
period1,sc01,t4536,2025-07-09 00:27:00,-0.273,-0.273,NetDemand
period1,sc01,t4537,2025-07-09 01:27:00,-0.154,-0.154,NetDemand
period1,sc01,t4538,2025-07-09 02:27:00,-0.586,-0.586,NetDemand
period1,sc01,t4539,2025-07-09 03:27:00,-0.13975574600000001,-0.13975574600000001,NetDemand
period1,sc01,t4540,2025-07-09 04:27:00,-0.220002912,-0.220002912,NetDemand
period1,sc01,t4541,2025-07-09 05:27:00,0.0,0.0,NetDemand
period1,sc01,t4542,2025-07-09 06:27:00,0.8122488789999999,0.8122488789999999,NetDemand
period1,sc01,t4543,2025-07-09 07:27:00,0.7632994000000001,0.7632994000000001,NetDemand
period1,sc01,t4544,2025-07-09 08:27:00,2.503204856,2.503204856,NetDemand
period1,sc01,t4545,2025-07-09 09:27:00,4.687247675999999,4.687247675999999,NetDemand
period1,sc01,t4546,2025-07-09 10:27:00,7.129584186,7.129584186,NetDemand
period1,sc01,t4547,2025-07-09 11:27:00,5.051491835,5.051491835,NetDemand
period1,sc01,t4548,2025-07-09 12:27:00,7.358849033,7.358849033,NetDemand
period1,sc01,t4549,2025-07-09 13:27:00,7.126959687,7.126959687,NetDemand
period1,sc01,t4550,2025-07-09 14:27:00,7.669975569,7.669975569,NetDemand
period1,sc01,t4551,2025-07-09 15:27:00,5.464990539,5.464990539,NetDemand
period1,sc01,t4552,2025-07-09 16:27:00,5.295600746,5.295600746,NetDemand
period1,sc01,t4553,2025-07-09 17:27:00,3.2336467800000004,3.2336467800000004,NetDemand
period1,sc01,t4554,2025-07-09 18:27:00,1.9393614449999999,1.9393614449999999,NetDemand
period1,sc01,t4555,2025-07-09 19:27:00,-0.5637158670000001,-0.5637158670000001,NetDemand
period1,sc01,t4556,2025-07-09 20:27:00,-0.14306539699999998,-0.14306539699999998,NetDemand
period1,sc01,t4557,2025-07-09 21:27:00,-0.8654874570000001,-0.8654874570000001,NetDemand
period1,sc01,t4558,2025-07-09 22:27:00,-0.585,-0.585,NetDemand
period1,sc01,t4559,2025-07-09 23:27:00,-0.196,-0.196,NetDemand
period1,sc01,t4560,2025-07-10 00:27:00,-1.104,-1.104,NetDemand
period1,sc01,t4561,2025-07-10 01:27:00,-0.6639999999999999,-0.6639999999999999,NetDemand
period1,sc01,t4562,2025-07-10 02:27:00,-0.806,-0.806,NetDemand
period1,sc01,t4563,2025-07-10 03:27:00,-0.6519999999999998,-0.6519999999999998,NetDemand
period1,sc01,t4564,2025-07-10 04:27:00,-0.7169843630000001,-0.7169843630000001,NetDemand
period1,sc01,t4565,2025-07-10 05:27:00,-0.8340720599999999,-0.8340720599999999,NetDemand
period1,sc01,t4566,2025-07-10 06:27:00,0.11282587899999996,0.11282587899999996,NetDemand
period1,sc01,t4567,2025-07-10 07:27:00,0.916881488,0.916881488,NetDemand
period1,sc01,t4568,2025-07-10 08:27:00,1.7096987810000002,1.7096987810000002,NetDemand
period1,sc01,t4569,2025-07-10 09:27:00,2.405111277,2.405111277,NetDemand
period1,sc01,t4570,2025-07-10 10:27:00,3.750694941000001,3.750694941000001,NetDemand
period1,sc01,t4571,2025-07-10 11:27:00,6.678800441,6.678800441,NetDemand
period1,sc01,t4572,2025-07-10 12:27:00,6.165579539,6.165579539,NetDemand
period1,sc01,t4573,2025-07-10 13:27:00,3.923163085,3.923163085,NetDemand
period1,sc01,t4574,2025-07-10 14:27:00,6.803993573,6.803993573,NetDemand
period1,sc01,t4575,2025-07-10 15:27:00,6.099581017999999,6.099581017999999,NetDemand
period1,sc01,t4576,2025-07-10 16:27:00,4.570913335,4.570913335,NetDemand
period1,sc01,t4577,2025-07-10 17:27:00,1.0562067979999998,1.0562067979999998,NetDemand
period1,sc01,t4578,2025-07-10 18:27:00,0.8005365150000001,0.8005365150000001,NetDemand
period1,sc01,t4579,2025-07-10 19:27:00,0.47498003,0.47498003,NetDemand
period1,sc01,t4580,2025-07-10 20:27:00,0.084818171,0.084818171,NetDemand
period1,sc01,t4581,2025-07-10 21:27:00,-0.5614795260000001,-0.5614795260000001,NetDemand
period1,sc01,t4582,2025-07-10 22:27:00,-0.403,-0.403,NetDemand
period1,sc01,t4583,2025-07-10 23:27:00,-0.154,-0.154,NetDemand
period1,sc01,t4584,2025-07-11 00:27:00,-0.346,-0.346,NetDemand
period1,sc01,t4585,2025-07-11 01:27:00,-0.154,-0.154,NetDemand
period1,sc01,t4586,2025-07-11 02:27:00,-0.626,-0.626,NetDemand
period1,sc01,t4587,2025-07-11 03:27:00,-0.178820482,-0.178820482,NetDemand
period1,sc01,t4588,2025-07-11 04:27:00,-0.19122218200000002,-0.19122218200000002,NetDemand
period1,sc01,t4589,2025-07-11 05:27:00,-0.11141315800000001,-0.11141315800000001,NetDemand
period1,sc01,t4590,2025-07-11 06:27:00,-0.10898183200000011,-0.10898183200000011,NetDemand
period1,sc01,t4591,2025-07-11 07:27:00,1.101282774,1.101282774,NetDemand
period1,sc01,t4592,2025-07-11 08:27:00,1.215963348,1.215963348,NetDemand
period1,sc01,t4593,2025-07-11 09:27:00,3.571017745,3.571017745,NetDemand
period1,sc01,t4594,2025-07-11 10:27:00,5.917796873,5.917796873,NetDemand
period1,sc01,t4595,2025-07-11 11:27:00,6.906168313999999,6.906168313999999,NetDemand
period1,sc01,t4596,2025-07-11 12:27:00,6.496486980999999,6.496486980999999,NetDemand
period1,sc01,t4597,2025-07-11 13:27:00,8.897142493999999,8.897142493999999,NetDemand
period1,sc01,t4598,2025-07-11 14:27:00,6.683544309999999,6.683544309999999,NetDemand
period1,sc01,t4599,2025-07-11 15:27:00,6.978161238,6.978161238,NetDemand
period1,sc01,t4600,2025-07-11 16:27:00,2.558009377,2.558009377,NetDemand
period1,sc01,t4601,2025-07-11 17:27:00,2.5287535599999997,2.5287535599999997,NetDemand
period1,sc01,t4602,2025-07-11 18:27:00,0.75080979,0.75080979,NetDemand
period1,sc01,t4603,2025-07-11 19:27:00,-0.6384708759999999,-0.6384708759999999,NetDemand
period1,sc01,t4604,2025-07-11 20:27:00,0.0,0.0,NetDemand
period1,sc01,t4605,2025-07-11 21:27:00,-0.33546590400000004,-0.33546590400000004,NetDemand
period1,sc01,t4606,2025-07-11 22:27:00,-0.620499502,-0.620499502,NetDemand
period1,sc01,t4607,2025-07-11 23:27:00,-0.21099999999999997,-0.21099999999999997,NetDemand
period1,sc01,t4608,2025-07-12 00:27:00,-0.29900000000000004,-0.29900000000000004,NetDemand
period1,sc01,t4609,2025-07-12 01:27:00,-0.19699999999999995,-0.19699999999999995,NetDemand
period1,sc01,t4610,2025-07-12 02:27:00,-0.273,-0.273,NetDemand
period1,sc01,t4611,2025-07-12 03:27:00,-0.11870675600000001,-0.11870675600000001,NetDemand
period1,sc01,t4612,2025-07-12 04:27:00,-0.513508441,-0.513508441,NetDemand
period1,sc01,t4613,2025-07-12 05:27:00,0.01627636199999999,0.01627636199999999,NetDemand
period1,sc01,t4614,2025-07-12 06:27:00,0.688676957,0.688676957,NetDemand
period1,sc01,t4615,2025-07-12 07:27:00,1.1424080749999999,1.1424080749999999,NetDemand
period1,sc01,t4616,2025-07-12 08:27:00,2.530613494,2.530613494,NetDemand
period1,sc01,t4617,2025-07-12 09:27:00,1.2034247439999999,1.2034247439999999,NetDemand
period1,sc01,t4618,2025-07-12 10:27:00,1.941973022,1.941973022,NetDemand
period1,sc01,t4619,2025-07-12 11:27:00,2.926060351,2.926060351,NetDemand
period1,sc01,t4620,2025-07-12 12:27:00,1.65885951,1.65885951,NetDemand
period1,sc01,t4621,2025-07-12 13:27:00,2.3418227959999998,2.3418227959999998,NetDemand
period1,sc01,t4622,2025-07-12 14:27:00,1.4661825120000003,1.4661825120000003,NetDemand
period1,sc01,t4623,2025-07-12 15:27:00,0.8702316139999997,0.8702316139999997,NetDemand
period1,sc01,t4624,2025-07-12 16:27:00,0.0,0.0,NetDemand
period1,sc01,t4625,2025-07-12 17:27:00,1.3748739040000002,1.3748739040000002,NetDemand
period1,sc01,t4626,2025-07-12 18:27:00,0.4897410899999999,0.4897410899999999,NetDemand
period1,sc01,t4627,2025-07-12 19:27:00,0.10847655499999997,0.10847655499999997,NetDemand
period1,sc01,t4628,2025-07-12 20:27:00,-0.1080959769999999,-0.1080959769999999,NetDemand
period1,sc01,t4629,2025-07-12 21:27:00,-0.160993831,-0.160993831,NetDemand
period1,sc01,t4630,2025-07-12 22:27:00,-0.6330000000000001,-0.6330000000000001,NetDemand
period1,sc01,t4631,2025-07-12 23:27:00,-0.18699999999999994,-0.18699999999999994,NetDemand
period1,sc01,t4632,2025-07-13 00:27:00,-0.273,-0.273,NetDemand
period1,sc01,t4633,2025-07-13 01:27:00,-0.497,-0.497,NetDemand
period1,sc01,t4634,2025-07-13 02:27:00,-0.273,-0.273,NetDemand
period1,sc01,t4635,2025-07-13 03:27:00,-0.23399999999999999,-0.23399999999999999,NetDemand
period1,sc01,t4636,2025-07-13 04:27:00,-0.14345568300000003,-0.14345568300000003,NetDemand
period1,sc01,t4637,2025-07-13 05:27:00,0.0,0.0,NetDemand
period1,sc01,t4638,2025-07-13 06:27:00,0.004573848000000047,0.004573848000000047,NetDemand
period1,sc01,t4639,2025-07-13 07:27:00,1.229209601,1.229209601,NetDemand
period1,sc01,t4640,2025-07-13 08:27:00,1.5912324450000002,1.5912324450000002,NetDemand
period1,sc01,t4641,2025-07-13 09:27:00,2.652484283,2.652484283,NetDemand
period1,sc01,t4642,2025-07-13 10:27:00,-6.729095705,-6.729095705,NetDemand
period1,sc01,t4643,2025-07-13 11:27:00,0.1746345960000002,0.1746345960000002,NetDemand
period1,sc01,t4644,2025-07-13 12:27:00,4.224971749,4.224971749,NetDemand
period1,sc01,t4645,2025-07-13 13:27:00,6.038471480999999,6.038471480999999,NetDemand
period1,sc01,t4646,2025-07-13 14:27:00,6.12565895,6.12565895,NetDemand
period1,sc01,t4647,2025-07-13 15:27:00,3.020312346,3.020312346,NetDemand
period1,sc01,t4648,2025-07-13 16:27:00,1.898070836,1.898070836,NetDemand
period1,sc01,t4649,2025-07-13 17:27:00,3.028564583,3.028564583,NetDemand
period1,sc01,t4650,2025-07-13 18:27:00,0.6147920279999999,0.6147920279999999,NetDemand
period1,sc01,t4651,2025-07-13 19:27:00,0.11913301799999998,0.11913301799999998,NetDemand
period1,sc01,t4652,2025-07-13 20:27:00,0.16655455200000002,0.16655455200000002,NetDemand
period1,sc01,t4653,2025-07-13 21:27:00,-0.7444938329999998,-0.7444938329999998,NetDemand
period1,sc01,t4654,2025-07-13 22:27:00,-0.245,-0.245,NetDemand
period1,sc01,t4655,2025-07-13 23:27:00,-0.6539999999999999,-0.6539999999999999,NetDemand
period1,sc01,t4656,2025-07-14 00:27:00,-0.28600000000000003,-0.28600000000000003,NetDemand
period1,sc01,t4657,2025-07-14 01:27:00,-0.147,-0.147,NetDemand
period1,sc01,t4658,2025-07-14 02:27:00,-0.30299999999999994,-0.30299999999999994,NetDemand
period1,sc01,t4659,2025-07-14 03:27:00,-0.33999999999999997,-0.33999999999999997,NetDemand
period1,sc01,t4660,2025-07-14 04:27:00,-0.389680842,-0.389680842,NetDemand
period1,sc01,t4661,2025-07-14 05:27:00,-0.11533225800000003,-0.11533225800000003,NetDemand
period1,sc01,t4662,2025-07-14 06:27:00,0.028107512,0.028107512,NetDemand
period1,sc01,t4663,2025-07-14 07:27:00,0.707912409,0.707912409,NetDemand
period1,sc01,t4664,2025-07-14 08:27:00,0.4165401930000001,0.4165401930000001,NetDemand
period1,sc01,t4665,2025-07-14 09:27:00,0.9903309089999999,0.9903309089999999,NetDemand
period1,sc01,t4666,2025-07-14 10:27:00,1.547269586,1.547269586,NetDemand
period1,sc01,t4667,2025-07-14 11:27:00,1.665396796,1.665396796,NetDemand
period1,sc01,t4668,2025-07-14 12:27:00,2.941417588,2.941417588,NetDemand
period1,sc01,t4669,2025-07-14 13:27:00,3.478345009,3.478345009,NetDemand
period1,sc01,t4670,2025-07-14 14:27:00,1.813920073,1.813920073,NetDemand
period1,sc01,t4671,2025-07-14 15:27:00,5.59208715,5.59208715,NetDemand
period1,sc01,t4672,2025-07-14 16:27:00,3.401673528,3.401673528,NetDemand
period1,sc01,t4673,2025-07-14 17:27:00,2.6284682999999998,2.6284682999999998,NetDemand
period1,sc01,t4674,2025-07-14 18:27:00,1.7297790380000002,1.7297790380000002,NetDemand
period1,sc01,t4675,2025-07-14 19:27:00,0.749569656,0.749569656,NetDemand
period1,sc01,t4676,2025-07-14 20:27:00,-0.19584563599999993,-0.19584563599999993,NetDemand
period1,sc01,t4677,2025-07-14 21:27:00,-1.508999096,-1.508999096,NetDemand
period1,sc01,t4678,2025-07-14 22:27:00,-0.9099999999999999,-0.9099999999999999,NetDemand
period1,sc01,t4679,2025-07-14 23:27:00,-0.252,-0.252,NetDemand
period1,sc01,t4680,2025-07-15 00:27:00,-0.718,-0.718,NetDemand
period1,sc01,t4681,2025-07-15 01:27:00,-0.7010000000000001,-0.7010000000000001,NetDemand
period1,sc01,t4682,2025-07-15 02:27:00,-0.819,-0.819,NetDemand
period1,sc01,t4683,2025-07-15 03:27:00,-0.182,-0.182,NetDemand
period1,sc01,t4684,2025-07-15 04:27:00,-0.6954869499999999,-0.6954869499999999,NetDemand
period1,sc01,t4685,2025-07-15 05:27:00,-0.23492747300000008,-0.23492747300000008,NetDemand
period1,sc01,t4686,2025-07-15 06:27:00,0.09543548499999999,0.09543548499999999,NetDemand
period1,sc01,t4687,2025-07-15 07:27:00,0.5620973359999999,0.5620973359999999,NetDemand
period1,sc01,t4688,2025-07-15 08:27:00,2.6386148250000003,2.6386148250000003,NetDemand
period1,sc01,t4689,2025-07-15 09:27:00,2.8377721570000003,2.8377721570000003,NetDemand
period1,sc01,t4690,2025-07-15 10:27:00,1.2715470960000002,1.2715470960000002,NetDemand
period1,sc01,t4691,2025-07-15 11:27:00,2.5657419519999998,2.5657419519999998,NetDemand
period1,sc01,t4692,2025-07-15 12:27:00,5.407570574999999,5.407570574999999,NetDemand
period1,sc01,t4693,2025-07-15 13:27:00,3.391750011,3.391750011,NetDemand
period1,sc01,t4694,2025-07-15 14:27:00,2.499042799,2.499042799,NetDemand
period1,sc01,t4695,2025-07-15 15:27:00,2.8096699669999996,2.8096699669999996,NetDemand
period1,sc01,t4696,2025-07-15 16:27:00,1.450519845,1.450519845,NetDemand
period1,sc01,t4697,2025-07-15 17:27:00,1.2699310959999999,1.2699310959999999,NetDemand
period1,sc01,t4698,2025-07-15 18:27:00,0.3913353310000003,0.3913353310000003,NetDemand
period1,sc01,t4699,2025-07-15 19:27:00,-0.5125351499999999,-0.5125351499999999,NetDemand
period1,sc01,t4700,2025-07-15 20:27:00,-5.292105883,-5.292105883,NetDemand
period1,sc01,t4701,2025-07-15 21:27:00,-0.4504994350000001,-0.4504994350000001,NetDemand
period1,sc01,t4702,2025-07-15 22:27:00,-0.65,-0.65,NetDemand
period1,sc01,t4703,2025-07-15 23:27:00,-0.33399999999999996,-0.33399999999999996,NetDemand
period1,sc01,t4704,2025-07-16 00:27:00,-0.28600000000000003,-0.28600000000000003,NetDemand
period1,sc01,t4705,2025-07-16 01:27:00,-0.154,-0.154,NetDemand
period1,sc01,t4706,2025-07-16 02:27:00,-0.30599999999999994,-0.30599999999999994,NetDemand
period1,sc01,t4707,2025-07-16 03:27:00,-0.160838811,-0.160838811,NetDemand
period1,sc01,t4708,2025-07-16 04:27:00,-0.462749587,-0.462749587,NetDemand
period1,sc01,t4709,2025-07-16 05:27:00,-0.3532454600000001,-0.3532454600000001,NetDemand
period1,sc01,t4710,2025-07-16 06:27:00,0.32925864800000004,0.32925864800000004,NetDemand
period1,sc01,t4711,2025-07-16 07:27:00,0.40496622400000004,0.40496622400000004,NetDemand
period1,sc01,t4712,2025-07-16 08:27:00,1.350940626,1.350940626,NetDemand
period1,sc01,t4713,2025-07-16 09:27:00,2.904749147,2.904749147,NetDemand
period1,sc01,t4714,2025-07-16 10:27:00,4.0019718090000005,4.0019718090000005,NetDemand
period1,sc01,t4715,2025-07-16 11:27:00,3.213049119,3.213049119,NetDemand
period1,sc01,t4716,2025-07-16 12:27:00,3.2626539739999996,3.2626539739999996,NetDemand
period1,sc01,t4717,2025-07-16 13:27:00,3.0294603689999997,3.0294603689999997,NetDemand
period1,sc01,t4718,2025-07-16 14:27:00,3.554845543,3.554845543,NetDemand
period1,sc01,t4719,2025-07-16 15:27:00,3.8456938750000003,3.8456938750000003,NetDemand
period1,sc01,t4720,2025-07-16 16:27:00,1.78806204,1.78806204,NetDemand
period1,sc01,t4721,2025-07-16 17:27:00,3.2026935969999997,3.2026935969999997,NetDemand
period1,sc01,t4722,2025-07-16 18:27:00,0.553848465,0.553848465,NetDemand
period1,sc01,t4723,2025-07-16 19:27:00,0.0,0.0,NetDemand
period1,sc01,t4724,2025-07-16 20:27:00,0.358800565,0.358800565,NetDemand
period1,sc01,t4725,2025-07-16 21:27:00,-0.11548084200000003,-0.11548084200000003,NetDemand
period1,sc01,t4726,2025-07-16 22:27:00,-1.5765000889999998,-1.5765000889999998,NetDemand
period1,sc01,t4727,2025-07-16 23:27:00,-0.16000000000000003,-0.16000000000000003,NetDemand
period1,sc01,t4728,2025-07-17 00:27:00,-0.26,-0.26,NetDemand
period1,sc01,t4729,2025-07-17 01:27:00,-0.11900000000000001,-0.11900000000000001,NetDemand
period1,sc01,t4730,2025-07-17 02:27:00,-0.241,-0.241,NetDemand
period1,sc01,t4731,2025-07-17 03:27:00,-0.22699999999999998,-0.22699999999999998,NetDemand
